origin_zip_range,dest_zip_range,fedex_express_zone,fedex_ground_zone
01400-01499,00000-00399,NA,NA
01400-01499,00400-00599,3,3
01400-01499,00600-00799,*,NA
01400-01499,00800-00899,NA,NA
01400-01499,00900-00999,*,NA
01400-01499,01000-04399,2,2
01400-01499,04400-04499,3,3
01400-01499,04500-04599,2,2
01400-01499,04600-04799,3,3
01400-01499,04800-06999,2,2
01400-01499,07000-10599,3,3
01400-01499,10600-10699,2,2
01400-01499,10700-10899,3,3
01400-01499,10900-10999,2,2
01400-01499,11000-11899,3,3
01400-01499,11900-12999,2,2
01400-01499,13000-13999,3,3
01400-01499,14000-14399,4,4
01400-01499,14400-14699,3,3
01400-01499,14700-14799,4,4
01400-01499,14800-14999,3,3
01400-01499,15000-16899,4,4
01400-01499,16900-17299,3,3
01400-01499,17300-17499,4,4
01400-01499,17500-19999,3,3
01400-01499,20000-21899,4,4
01400-01499,21900-21999,3,3
01400-01499,22000-24199,4,4
01400-01499,24200-24299,5,5
01400-01499,24300-24599,4,4
01400-01499,24600-24899,5,5
01400-01499,24900-25499,4,4
01400-01499,25500-25799,5,5
01400-01499,25800-27099,4,4
01400-01499,27100-27199,5,5
01400-01499,27200-27999,4,4
01400-01499,28000-28499,5,5
01400-01499,28500-28599,4,4
01400-01499,28600-31599,5,5
01400-01499,31600-31699,6,6
01400-01499,31700-31999,5,5
01400-01499,32000-34999,6,6
01400-01499,35000-35399,5,5
01400-01499,35400-35599,6,6
01400-01499,35600-35999,5,5
01400-01499,36000-36199,6,6
01400-01499,36200-36299,5,5
01400-01499,36300-36799,6,6
01400-01499,36800-36899,5,5
01400-01499,36900-36999,6,6
01400-01499,37000-37499,5,5
01400-01499,37500-37599,6,6
01400-01499,37600-37999,5,5
01400-01499,38000-38199,6,6
01400-01499,38200-38299,5,5
01400-01499,38300-38399,6,6
01400-01499,38400-38599,5,5
01400-01499,38600-39799,6,6
01400-01499,39800-43299,5,5
01400-01499,43300-43399,4,4
01400-01499,43400-43699,5,5
01400-01499,43700-44999,4,4
01400-01499,45000-45699,5,5
01400-01499,45700-45799,4,4
01400-01499,45800-47999,5,5
01400-01499,48000-48799,4,4
01400-01499,48800-49999,5,5
01400-01499,50000-51699,6,6
01400-01499,51700-51999,NA,NA
01400-01499,52000-52199,5,5
01400-01499,52200-52599,6,6
01400-01499,52600-53999,5,5
01400-01499,54000-54099,6,6
01400-01499,54100-54999,5,5
01400-01499,55000-57499,6,6
01400-01499,57500-57799,7,7
01400-01499,57800-57999,NA,NA
01400-01499,58000-58499,6,6
01400-01499,58500-58899,7,7
01400-01499,58900-58999,NA,NA
01400-01499,59000-59199,8,8
01400-01499,59200-59399,7,7
01400-01499,59400-59999,8,8
01400-01499,60000-62299,5,5
01400-01499,62300-62399,6,6
01400-01499,62400-63399,5,5
01400-01499,63400-67599,6,6
01400-01499,67600-67999,7,7
01400-01499,68000-68999,6,6
01400-01499,69000-69399,7,7
01400-01499,69400-69999,NA,NA
01400-01499,70000-70499,6,6
01400-01499,70500-70699,7,7
01400-01499,70700-72999,6,6
01400-01499,73000-73999,7,7
01400-01499,74000-74699,6,6
01400-01499,74700-74899,7,7
01400-01499,74900-74999,6,6
01400-01499,75000-75499,7,7
01400-01499,75500-75599,6,6
01400-01499,75600-78499,7,7
01400-01499,78500-78599,8,8
01400-01499,78600-79699,7,7
01400-01499,79700-79999,8,8
01400-01499,80000-81099,7,7
01400-01499,81100-81199,8,8
01400-01499,81200-81299,7,7
01400-01499,81300-81699,8,8
01400-01499,81700-81999,NA,NA
01400-01499,82000-82099,7,7
01400-01499,82100-82199,8,8
01400-01499,82200-82499,7,7
01400-01499,82500-82599,8,8
01400-01499,82600-82899,7,7
01400-01499,82900-88099,8,8
01400-01499,88100-88199,7,7
01400-01499,88200-88399,8,8
01400-01499,88400-88499,7,7
01400-01499,88500-96699,8,96700
01400-01499,96701,10,9
01400-01499,96702-96705,12,9
01400-01499,96706-96707,10,9
01400-01499,96708,12,9
01400-01499,96709,10,9
01400-01499,96710,12,9
01400-01499,96711-96712,10,9
01400-01499,96713-96716,12,9
01400-01499,96717,10,9
01400-01499,96718-96729,12,9
01400-01499,96730-96731,10,9
01400-01499,96732-96733,12,9
01400-01499,96734,10,9
01400-01499,96735-96743,12,9
01400-01499,96744,10,9
01400-01499,96745-96757,12,9
01400-01499,96758-96759,10,9
01400-01499,96760-96761,12,9
01400-01499,96762,10,9
01400-01499,96763-96774,12,9
01400-01499,96775,10,9
01400-01499,96776-96781,12,9
01400-01499,96782,10,9
01400-01499,96783-96785,12,9
01400-01499,96786,10,9
01400-01499,96787-96788,12,9
01400-01499,96789,10,9
01400-01499,96790,12,9
01400-01499,96791-96792,10,9
01400-01499,96793,12,9
01400-01499,96794-96795,10,9
01400-01499,96796,12,9
01400-01499,96797,10,9
01400-01499,96798-96800,12,9
01400-01499,96801-96863,10,9
01400-01499,96864-96899,12,9
01400-01499,96900-96999,NA,NA
01400-01499,97000-99499,8,99500
01400-01499,99501-99524,9,17
01400-01499,99525-99539,11,17
01400-01499,99540,9,17
01400-01499,99541-99566,11,17
01400-01499,99567,9,17
01400-01499,99568-99576,11,17
01400-01499,99577,9,17
01400-01499,99578-99999,11,17
01500-01699,00000-00399,NA,NA
01500-01699,00400-00599,2,2
01500-01699,00600-00799,*,NA
01500-01699,00800-00899,NA,NA
01500-01699,00900-00999,*,NA
01500-01699,01000-04399,2,2
01500-01699,04400-04499,3,3
01500-01699,04500-04599,2,2
01500-01699,04600-04699,3,3
01500-01699,04700-04799,4,4
01500-01699,04800-04999,3,3
01500-01699,05000-07699,2,2
01500-01699,07700-07899,3,3
01500-01699,07900-07999,2,2
01500-01699,08000-08999,3,3
01500-01699,09000-12899,2,2
01500-01699,12900-13999,3,3
01500-01699,14000-14399,4,4
01500-01699,14400-14699,3,3
01500-01699,14700-14799,4,4
01500-01699,14800-14999,3,3
01500-01699,15000-16899,4,4
01500-01699,16900-19999,3,3
01500-01699,20000-21899,4,4
01500-01699,21900-21999,3,3
01500-01699,22000-24199,4,4
01500-01699,24200-24299,5,5
01500-01699,24300-27999,4,4
01500-01699,28000-28299,5,5
01500-01699,28300-28399,4,4
01500-01699,28400-28499,5,5
01500-01699,28500-28599,4,4
01500-01699,28600-32299,5,5
01500-01699,32300-34999,6,6
01500-01699,35000-35399,5,5
01500-01699,35400-35599,6,6
01500-01699,35600-35999,5,5
01500-01699,36000-36199,6,6
01500-01699,36200-36299,5,5
01500-01699,36300-36799,6,6
01500-01699,36800-36899,5,5
01500-01699,36900-36999,6,6
01500-01699,37000-37499,5,5
01500-01699,37500-37599,6,6
01500-01699,37600-37999,5,5
01500-01699,38000-38199,6,6
01500-01699,38200-38599,5,5
01500-01699,38600-39799,6,6
01500-01699,39800-43299,5,5
01500-01699,43300-43399,4,4
01500-01699,43400-43699,5,5
01500-01699,43700-44999,4,4
01500-01699,45000-45599,5,5
01500-01699,45600-45799,4,4
01500-01699,45800-47999,5,5
01500-01699,48000-48799,4,4
01500-01699,48800-49999,5,5
01500-01699,50000-51699,6,6
01500-01699,51700-51999,NA,NA
01500-01699,52000-52099,5,5
01500-01699,52100-52599,6,6
01500-01699,52600-53999,5,5
01500-01699,54000-54099,6,6
01500-01699,54100-54799,5,5
01500-01699,54800-54899,6,6
01500-01699,54900-54999,5,5
01500-01699,55000-57499,6,6
01500-01699,57500-57799,7,7
01500-01699,57800-57999,NA,NA
01500-01699,58000-58499,6,6
01500-01699,58500-58899,7,7
01500-01699,58900-58999,NA,NA
01500-01699,59000-59199,8,8
01500-01699,59200-59399,7,7
01500-01699,59400-59999,8,8
01500-01699,60000-62299,5,5
01500-01699,62300-62399,6,6
01500-01699,62400-63399,5,5
01500-01699,63400-63699,6,6
01500-01699,63700-63799,5,5
01500-01699,63800-67599,6,6
01500-01699,67600-67999,7,7
01500-01699,68000-68999,6,6
01500-01699,69000-69399,7,7
01500-01699,69400-69999,NA,NA
01500-01699,70000-70599,6,6
01500-01699,70600-70699,7,7
01500-01699,70700-72999,6,6
01500-01699,73000-73999,7,7
01500-01699,74000-74699,6,6
01500-01699,74700-74899,7,7
01500-01699,74900-74999,6,6
01500-01699,75000-75499,7,7
01500-01699,75500-75599,6,6
01500-01699,75600-78499,7,7
01500-01699,78500-78599,8,8
01500-01699,78600-79699,7,7
01500-01699,79700-79999,8,8
01500-01699,80000-81099,7,7
01500-01699,81100-81699,8,8
01500-01699,81700-81999,NA,NA
01500-01699,82000-82099,7,7
01500-01699,82100-82199,8,8
01500-01699,82200-82499,7,7
01500-01699,82500-82599,8,8
01500-01699,82600-82899,7,7
01500-01699,82900-88099,8,8
01500-01699,88100-88199,7,7
01500-01699,88200-88399,8,8
01500-01699,88400-88499,7,7
01500-01699,88500-96699,8,96700
01500-01699,96701,10,9
01500-01699,96702-96705,12,9
01500-01699,96706-96707,10,9
01500-01699,96708,12,9
01500-01699,96709,10,9
01500-01699,96710,12,9
01500-01699,96711-96712,10,9
01500-01699,96713-96716,12,9
01500-01699,96717,10,9
01500-01699,96718-96729,12,9
01500-01699,96730-96731,10,9
01500-01699,96732-96733,12,9
01500-01699,96734,10,9
01500-01699,96735-96743,12,9
01500-01699,96744,10,9
01500-01699,96745-96757,12,9
01500-01699,96758-96759,10,9
01500-01699,96760-96761,12,9
01500-01699,96762,10,9
01500-01699,96763-96774,12,9
01500-01699,96775,10,9
01500-01699,96776-96781,12,9
01500-01699,96782,10,9
01500-01699,96783-96785,12,9
01500-01699,96786,10,9
01500-01699,96787-96788,12,9
01500-01699,96789,10,9
01500-01699,96790,12,9
01500-01699,96791-96792,10,9
01500-01699,96793,12,9
01500-01699,96794-96795,10,9
01500-01699,96796,12,9
01500-01699,96797,10,9
01500-01699,96798-96800,12,9
01500-01699,96801-96863,10,9
01500-01699,96864-96899,12,9
01500-01699,96900-96999,NA,NA
01500-01699,97000-99499,8,99500
01500-01699,99501-99524,9,17
01500-01699,99525-99539,11,17
01500-01699,99540,9,17
01500-01699,99541-99566,11,17
01500-01699,99567,9,17
01500-01699,99568-99576,11,17
01500-01699,99577,9,17
01500-01699,99578-99999,11,17
01700-01899,00000-00399,NA,NA
01700-01899,00400-00599,2,2
01700-01899,00600-00799,*,NA
01700-01899,00800-00899,NA,NA
01700-01899,00900-00999,*,NA
01700-01899,01000-04399,2,2
01700-01899,04400-04499,3,3
01700-01899,04500-04599,2,2
01700-01899,04600-04699,3,3
01700-01899,04700-04799,4,4
01700-01899,04800-04899,2,2
01700-01899,04900-04999,3,3
01700-01899,05000-06999,2,2
01700-01899,07000-10499,3,3
01700-01899,10500-10899,2,2
01700-01899,10900-11399,3,3
01700-01899,11400-11599,2,2
01700-01899,11600-11699,3,3
01700-01899,11700-12699,2,2
01700-01899,12700-12799,3,3
01700-01899,12800-12899,2,2
01700-01899,12900-13999,3,3
01700-01899,14000-14799,4,4
01700-01899,14800-14999,3,3
01700-01899,15000-16899,4,4
01700-01899,16900-17299,3,3
01700-01899,17300-17499,4,4
01700-01899,17500-17699,3,3
01700-01899,17700-17799,4,4
01700-01899,17800-19999,3,3
01700-01899,20000-21899,4,4
01700-01899,21900-21999,3,3
01700-01899,22000-24199,4,4
01700-01899,24200-24299,5,5
01700-01899,24300-24599,4,4
01700-01899,24600-24899,5,5
01700-01899,24900-25499,4,4
01700-01899,25500-25799,5,5
01700-01899,25800-27099,4,4
01700-01899,27100-27199,5,5
01700-01899,27200-27999,4,4
01700-01899,28000-28499,5,5
01700-01899,28500-28599,4,4
01700-01899,28600-31599,5,5
01700-01899,31600-31699,6,6
01700-01899,31700-32299,5,5
01700-01899,32300-35599,6,6
01700-01899,35600-35999,5,5
01700-01899,36000-36199,6,6
01700-01899,36200-36299,5,5
01700-01899,36300-36799,6,6
01700-01899,36800-36899,5,5
01700-01899,36900-36999,6,6
01700-01899,37000-37499,5,5
01700-01899,37500-37599,6,6
01700-01899,37600-37999,5,5
01700-01899,38000-38399,6,6
01700-01899,38400-38599,5,5
01700-01899,38600-39799,6,6
01700-01899,39800-43699,5,5
01700-01899,43700-44999,4,4
01700-01899,45000-45699,5,5
01700-01899,45700-45799,4,4
01700-01899,45800-49999,5,5
01700-01899,50000-51699,6,6
01700-01899,51700-51999,NA,NA
01700-01899,52000-52099,5,5
01700-01899,52100-52699,6,6
01700-01899,52700-53999,5,5
01700-01899,54000-54099,6,6
01700-01899,54100-54799,5,5
01700-01899,54800-54899,6,6
01700-01899,54900-54999,5,5
01700-01899,55000-57499,6,6
01700-01899,57500-57799,7,7
01700-01899,57800-57999,NA,NA
01700-01899,58000-58499,6,6
01700-01899,58500-58899,7,7
01700-01899,58900-58999,NA,NA
01700-01899,59000-59199,8,8
01700-01899,59200-59399,7,7
01700-01899,59400-59999,8,8
01700-01899,60000-61999,5,5
01700-01899,62000-62399,6,6
01700-01899,62400-62999,5,5
01700-01899,63000-67499,6,6
01700-01899,67500-67999,7,7
01700-01899,68000-68999,6,6
01700-01899,69000-69399,7,7
01700-01899,69400-69999,NA,NA
01700-01899,70000-70499,6,6
01700-01899,70500-70699,7,7
01700-01899,70700-72999,6,6
01700-01899,73000-73999,7,7
01700-01899,74000-74599,6,6
01700-01899,74600-74899,7,7
01700-01899,74900-74999,6,6
01700-01899,75000-75499,7,7
01700-01899,75500-75599,6,6
01700-01899,75600-78499,7,7
01700-01899,78500-78599,8,8
01700-01899,78600-79699,7,7
01700-01899,79700-79999,8,8
01700-01899,80000-81099,7,7
01700-01899,81100-81699,8,8
01700-01899,81700-81999,NA,NA
01700-01899,82000-82099,7,7
01700-01899,82100-82199,8,8
01700-01899,82200-82299,7,7
01700-01899,82300-82599,8,8
01700-01899,82600-82899,7,7
01700-01899,82900-88099,8,8
01700-01899,88100-88199,7,7
01700-01899,88200-88399,8,8
01700-01899,88400-88499,7,7
01700-01899,88500-96699,8,96700
01700-01899,96701,10,9
01700-01899,96702-96705,12,9
01700-01899,96706-96707,10,9
01700-01899,96708,12,9
01700-01899,96709,10,9
01700-01899,96710,12,9
01700-01899,96711-96712,10,9
01700-01899,96713-96716,12,9
01700-01899,96717,10,9
01700-01899,96718-96729,12,9
01700-01899,96730-96731,10,9
01700-01899,96732-96733,12,9
01700-01899,96734,10,9
01700-01899,96735-96743,12,9
01700-01899,96744,10,9
01700-01899,96745-96757,12,9
01700-01899,96758-96759,10,9
01700-01899,96760-96761,12,9
01700-01899,96762,10,9
01700-01899,96763-96774,12,9
01700-01899,96775,10,9
01700-01899,96776-96781,12,9
01700-01899,96782,10,9
01700-01899,96783-96785,12,9
01700-01899,96786,10,9
01700-01899,96787-96788,12,9
01700-01899,96789,10,9
01700-01899,96790,12,9
01700-01899,96791-96792,10,9
01700-01899,96793,12,9
01700-01899,96794-96795,10,9
01700-01899,96796,12,9
01700-01899,96797,10,9
01700-01899,96798-96800,12,9
01700-01899,96801-96863,10,9
01700-01899,96864-96899,12,9
01700-01899,96900-96999,NA,NA
01700-01899,97000-99499,8,99500
01700-01899,99501-99524,9,17
01700-01899,99525-99539,11,17
01700-01899,99540,9,17
01700-01899,99541-99566,11,17
01700-01899,99567,9,17
01700-01899,99568-99576,11,17
01700-01899,99577,9,17
01700-01899,99578-99999,11,17
01900-01999,00000-00399,NA,NA
01900-01999,00400-00599,3,3
01900-01999,00600-00799,*,NA
01900-01999,00800-00899,NA,NA
01900-01999,00900-00999,*,NA
01900-01999,01000-04399,2,2
01900-01999,04400-04499,3,3
01900-01999,04500-04599,2,2
01900-01999,04600-04799,3,3
01900-01999,04800-04899,2,2
01900-01999,04900-04999,3,3
01900-01999,05000-05399,2,2
01900-01999,05400-05499,3,3
01900-01999,05500-06799,2,2
01900-01999,06800-11899,3,3
01900-01999,11900-12699,2,2
01900-01999,12700-12799,3,3
01900-01999,12800-12899,2,2
01900-01999,12900-13999,3,3
01900-01999,14000-14799,4,4
01900-01999,14800-14999,3,3
01900-01999,15000-17499,4,4
01900-01999,17500-17699,3,3
01900-01999,17700-17899,4,4
01900-01999,17900-19899,3,3
01900-01999,19900-21899,4,4
01900-01999,21900-21999,3,3
01900-01999,22000-24199,4,4
01900-01999,24200-24399,5,5
01900-01999,24400-24599,4,4
01900-01999,24600-24899,5,5
01900-01999,24900-24999,4,4
01900-01999,25000-25399,5,5
01900-01999,25400-25499,4,4
01900-01999,25500-25999,5,5
01900-01999,26000-26899,4,4
01900-01999,26900-26999,NA,NA
01900-01999,27000-27499,5,5
01900-01999,27500-27999,4,4
01900-01999,28000-28499,5,5
01900-01999,28500-28599,4,4
01900-01999,28600-31599,5,5
01900-01999,31600-35599,6,6
01900-01999,35600-35999,5,5
01900-01999,36000-36199,6,6
01900-01999,36200-36299,5,5
01900-01999,36300-36999,6,6
01900-01999,37000-37499,5,5
01900-01999,37500-37599,6,6
01900-01999,37600-37999,5,5
01900-01999,38000-38399,6,6
01900-01999,38400-38599,5,5
01900-01999,38600-39799,6,6
01900-01999,39800-43899,5,5
01900-01999,43900-44799,4,4
01900-01999,44800-49999,5,5
01900-01999,50000-52899,6,6
01900-01999,52900-52999,NA,NA
01900-01999,53000-53799,5,5
01900-01999,53800-53899,6,6
01900-01999,53900-53999,5,5
01900-01999,54000-54099,6,6
01900-01999,54100-54599,5,5
01900-01999,54600-54899,6,6
01900-01999,54900-54999,5,5
01900-01999,55000-57499,6,6
01900-01999,57500-57799,7,7
01900-01999,57800-57999,NA,NA
01900-01999,58000-58499,6,6
01900-01999,58500-58899,7,7
01900-01999,58900-58999,NA,NA
01900-01999,59000-59199,8,8
01900-01999,59200-59399,7,7
01900-01999,59400-59999,8,8
01900-01999,60000-61199,5,5
01900-01999,61200-61299,6,6
01900-01999,61300-61999,5,5
01900-01999,62000-62399,6,6
01900-01999,62400-62899,5,5
01900-01999,62900-66999,6,6
01900-01999,67000-67299,7,7
01900-01999,67300-67399,6,6
01900-01999,67400-67999,7,7
01900-01999,68000-68799,6,6
01900-01999,68800-69399,7,7
01900-01999,69400-69999,NA,NA
01900-01999,70000-70499,6,6
01900-01999,70500-70699,7,7
01900-01999,70700-72999,6,6
01900-01999,73000-73999,7,7
01900-01999,74000-74499,6,6
01900-01999,74500-74899,7,7
01900-01999,74900-74999,6,6
01900-01999,75000-78499,7,7
01900-01999,78500-78599,8,8
01900-01999,78600-78799,7,7
01900-01999,78800-78899,8,8
01900-01999,78900-79699,7,7
01900-01999,79700-79999,8,8
01900-01999,80000-81099,7,7
01900-01999,81100-81699,8,8
01900-01999,81700-81999,NA,NA
01900-01999,82000-82099,7,7
01900-01999,82100-82199,8,8
01900-01999,82200-82299,7,7
01900-01999,82300-82599,8,8
01900-01999,82600-82899,7,7
01900-01999,82900-96699,8,96700
01900-01999,96701,10,9
01900-01999,96702-96705,12,9
01900-01999,96706-96707,10,9
01900-01999,96708,12,9
01900-01999,96709,10,9
01900-01999,96710,12,9
01900-01999,96711-96712,10,9
01900-01999,96713-96716,12,9
01900-01999,96717,10,9
01900-01999,96718-96729,12,9
01900-01999,96730-96731,10,9
01900-01999,96732-96733,12,9
01900-01999,96734,10,9
01900-01999,96735-96743,12,9
01900-01999,96744,10,9
01900-01999,96745-96757,12,9
01900-01999,96758-96759,10,9
01900-01999,96760-96761,12,9
01900-01999,96762,10,9
01900-01999,96763-96774,12,9
01900-01999,96775,10,9
01900-01999,96776-96781,12,9
01900-01999,96782,10,9
01900-01999,96783-96785,12,9
01900-01999,96786,10,9
01900-01999,96787-96788,12,9
01900-01999,96789,10,9
01900-01999,96790,12,9
01900-01999,96791-96792,10,9
01900-01999,96793,12,9
01900-01999,96794-96795,10,9
01900-01999,96796,12,9
01900-01999,96797,10,9
01900-01999,96798-96800,12,9
01900-01999,96801-96863,10,9
01900-01999,96864-96899,12,9
01900-01999,96900-96999,NA,NA
01900-01999,97000-99499,8,99500
01900-01999,99501-99524,9,17
01900-01999,99525-99539,11,17
01900-01999,99540,9,17
01900-01999,99541-99566,11,17
01900-01999,99567,9,17
01900-01999,99568-99576,11,17
01900-01999,99577,9,17
01900-01999,99578-99999,11,17
02000-02499,00000-00399,NA,NA
02000-02499,00400-00599,2,2
02000-02499,00600-00799,*,NA
02000-02499,00800-00899,NA,NA
02000-02499,00900-00999,*,NA
02000-02499,01000-04399,2,2
02000-02499,04400-04499,3,3
02000-02499,04500-04599,2,2
02000-02499,04600-04699,3,3
02000-02499,04700-04799,4,4
02000-02499,04800-04899,2,2
02000-02499,04900-04999,3,3
02000-02499,05000-06999,2,2
02000-02499,07000-10499,3,3
02000-02499,10500-10899,2,2
02000-02499,10900-11399,3,3
02000-02499,11400-11599,2,2
02000-02499,11600-11699,3,3
02000-02499,11700-12699,2,2
02000-02499,12700-12799,3,3
02000-02499,12800-12899,2,2
02000-02499,12900-13999,3,3
02000-02499,14000-14799,4,4
02000-02499,14800-14999,3,3
02000-02499,15000-16899,4,4
02000-02499,16900-17299,3,3
02000-02499,17300-17499,4,4
02000-02499,17500-17699,3,3
02000-02499,17700-17799,4,4
02000-02499,17800-19999,3,3
02000-02499,20000-21899,4,4
02000-02499,21900-21999,3,3
02000-02499,22000-24199,4,4
02000-02499,24200-24299,5,5
02000-02499,24300-24599,4,4
02000-02499,24600-24899,5,5
02000-02499,24900-25499,4,4
02000-02499,25500-25799,5,5
02000-02499,25800-27099,4,4
02000-02499,27100-27199,5,5
02000-02499,27200-27999,4,4
02000-02499,28000-28499,5,5
02000-02499,28500-28599,4,4
02000-02499,28600-31599,5,5
02000-02499,31600-31699,6,6
02000-02499,31700-32299,5,5
02000-02499,32300-35599,6,6
02000-02499,35600-35999,5,5
02000-02499,36000-36199,6,6
02000-02499,36200-36299,5,5
02000-02499,36300-36799,6,6
02000-02499,36800-36899,5,5
02000-02499,36900-36999,6,6
02000-02499,37000-37499,5,5
02000-02499,37500-37599,6,6
02000-02499,37600-37999,5,5
02000-02499,38000-38399,6,6
02000-02499,38400-38599,5,5
02000-02499,38600-39799,6,6
02000-02499,39800-43699,5,5
02000-02499,43700-44999,4,4
02000-02499,45000-45699,5,5
02000-02499,45700-45799,4,4
02000-02499,45800-49999,5,5
02000-02499,50000-51699,6,6
02000-02499,51700-51999,NA,NA
02000-02499,52000-52099,5,5
02000-02499,52100-52699,6,6
02000-02499,52700-53999,5,5
02000-02499,54000-54099,6,6
02000-02499,54100-54799,5,5
02000-02499,54800-54899,6,6
02000-02499,54900-54999,5,5
02000-02499,55000-57499,6,6
02000-02499,57500-57799,7,7
02000-02499,57800-57999,NA,NA
02000-02499,58000-58499,6,6
02000-02499,58500-58899,7,7
02000-02499,58900-58999,NA,NA
02000-02499,59000-59199,8,8
02000-02499,59200-59399,7,7
02000-02499,59400-59999,8,8
02000-02499,60000-61999,5,5
02000-02499,62000-62399,6,6
02000-02499,62400-62999,5,5
02000-02499,63000-67499,6,6
02000-02499,67500-67999,7,7
02000-02499,68000-68999,6,6
02000-02499,69000-69399,7,7
02000-02499,69400-69999,NA,NA
02000-02499,70000-70499,6,6
02000-02499,70500-70699,7,7
02000-02499,70700-72999,6,6
02000-02499,73000-73999,7,7
02000-02499,74000-74599,6,6
02000-02499,74600-74899,7,7
